Job_Title,Experience_Level,Employment_Type,Work_Models,Work_Year,Employee_Residence,Salary, Salary_Currency ,Company_Location,Company_Size,Salary_Range,Per_Year_Pakage
Data Analyst,Senior-level,Full-time,Remote,2022,United States,69000, USD ,United States,Medium,Medium,828000
Data Developer,Mid-level,Full-time,Remote,2023,United States,69139, USD ,United States,Medium,Medium,829668
Data Integration Specialist,Entry-level,Full-time,Remote,2023,United States,69500, USD ,United States,Medium,Medium,834000
NLP Engineer,Senior-level,Full-time,Remote,2023,Spain,69500, EUR ,Spain,Medium,Medium,834000
Data Analyst,Entry-level,Full-time,Remote,2023,United States,69525, USD ,United States,Medium,Medium,834300
Data Analyst,Mid-level,Full-time,On-site,2023,United States,69570, USD ,United States,Medium,Medium,834840
Research Scientist,Mid-level,Full-time,Hybrid,2021,Czech Republic,69999, USD ,Czech Republic,Large,Medium,839988
Data Scientist,Mid-level,Full-time,On-site,2024,United States,70000, USD ,United States,Medium,Medium,840000
Machine Learning Engineer,Entry-level,Full-time,On-site,2024,United States,70000, USD ,United States,Medium,Medium,840000
Business Intelligence Analyst,Entry-level,Full-time,On-site,2024,United States,70000, USD ,United States,Medium,Medium,840000
BI Developer,Senior-level,Full-time,Remote,2024,United States,70000, USD ,United States,Medium,Medium,840000
Data Developer,Entry-level,Full-time,Remote,2024,United States,70000, USD ,United States,Medium,Medium,840000
Data Analytics Manager,Mid-level,Full-time,On-site,2024,United States,70000, USD ,United States,Medium,Medium,840000
Data Scientist,Senior-level,Full-time,On-site,2024,Portugal,70000, EUR ,Portugal,Medium,Medium,840000
Data Scientist,Entry-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Scientist,Mid-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Engineer,Senior-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Science,Senior-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Engineer,Mid-level,Full-time,Remote,2023,United States,70000, USD ,United States,Medium,Medium,840000
Research Analyst,Entry-level,Full-time,Remote,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Analyst,Mid-level,Full-time,Remote,2023,United States,70000, USD ,United States,Medium,Medium,840000
Research Analyst,Mid-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Manager,Executive-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Analyst,Senior-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Analyst,Executive-level,Full-time,Remote,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Manager,Mid-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Analyst,Mid-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Engineer,Mid-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
BI Developer,Senior-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Analyst,Senior-level,Full-time,Remote,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Analyst,Executive-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Specialist,Senior-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Quality Analyst,Mid-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Specialist,Mid-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
BI Data Analyst,Mid-level,Full-time,Remote,2023,Egypt,70000, USD ,United States,Medium,Medium,840000
Data Analyst,Entry-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Analyst,Entry-level,Full-time,Remote,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Science Manager,Mid-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Science Consultant,Mid-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Research Scientist,Mid-level,Full-time,On-site,2023,United States,70000, USD ,United States,Medium,Medium,840000
Data Engineer,Mid-level,Full-time,Remote,2023,Slovenia,70000, EUR ,Slovenia,Medium,Medium,840000
Head of Data,Senior-level,Full-time,Remote,2023,Portugal,70000, EUR ,Portugal,Large,Medium,840000
Data Analyst,Mid-level,Full-time,On-site,2023,Philippines,70000, USD ,Philippines,Medium,Medium,840000
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,Netherlands,70000, EUR ,Netherlands,Medium,Medium,840000
Data Engineer,Senior-level,Full-time,Remote,2023,Italy,70000, EUR ,Italy,Medium,Medium,840000
Data Scientist,Senior-level,Full-time,Hybrid,2023,Ireland,70000, EUR ,Ireland,Large,Medium,840000
BI Developer,Senior-level,Full-time,On-site,2023,United Kingdom,70000, GBP ,United Kingdom,Medium,Medium,840000
Data Product Owner,Mid-level,Full-time,On-site,2023,United Kingdom,70000, GBP ,United Kingdom,Medium,Medium,840000
Data Scientist,Mid-level,Full-time,On-site,2023,United Kingdom,70000, GBP ,United Kingdom,Medium,Medium,840000
Research Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,70000, GBP ,United Kingdom,Medium,Medium,840000
Data Scientist,Mid-level,Full-time,Remote,2023,United Kingdom,70000, GBP ,United Kingdom,Medium,Medium,840000
Data Analyst,Mid-level,Full-time,Hybrid,2023,United Kingdom,70000, GBP ,United Kingdom,Large,Medium,840000
Data Architect,Mid-level,Full-time,On-site,2023,United Kingdom,70000, GBP ,United Kingdom,Medium,Medium,840000
Data Engineer,Mid-level,Full-time,On-site,2023,United Kingdom,70000, GBP ,United Kingdom,Medium,Medium,840000
ETL Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,70000, GBP ,United Kingdom,Medium,Medium,840000
Data Engineer,Mid-level,Full-time,Remote,2023,United Kingdom,70000, GBP ,United Kingdom,Medium,Medium,840000
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,70000, GBP ,United Kingdom,Medium,Medium,840000
Machine Learning Specialist,Mid-level,Full-time,Remote,2023,France,70000, USD ,France,Medium,Medium,840000
Machine Learning Infrastructure Engineer,Senior-level,Full-time,Remote,2023,France,70000, EUR ,France,Medium,Medium,840000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,Colombia,70000, USD ,Colombia,Medium,Medium,840000
Data Engineer,Mid-level,Full-time,Remote,2023,Canada,70000, GBP ,Canada,Medium,Medium,840000
Data Scientist,Entry-level,Full-time,Remote,2023,Canada,70000, CAD ,Canada,Large,Medium,840000
AI Programmer,Entry-level,Full-time,On-site,2023,India,70000, USD ,Australia,Large,Medium,840000
Data Engineer,Mid-level,Full-time,On-site,2022,United States,70000, USD ,United States,Medium,Medium,840000
Data Specialist,Senior-level,Full-time,On-site,2022,United States,70000, USD ,United States,Medium,Medium,840000
Data Engineer,Senior-level,Full-time,On-site,2022,United States,70000, USD ,United States,Medium,Medium,840000
Data Scientist,Senior-level,Full-time,On-site,2022,United States,70000, USD ,United States,Medium,Medium,840000
Data Analyst,Senior-level,Full-time,On-site,2022,United States,70000, USD ,United States,Medium,Medium,840000
Data Operations Engineer,Senior-level,Full-time,On-site,2022,United States,70000, USD ,United States,Medium,Medium,840000
Data Specialist,Senior-level,Full-time,Remote,2022,United States,70000, USD ,United States,Medium,Medium,840000
Data Engineer,Senior-level,Full-time,On-site,2022,Portugal,70000, EUR ,Portugal,Medium,Medium,840000
Data Scientist,Mid-level,Full-time,Hybrid,2022,Netherlands,70000, EUR ,Netherlands,Large,Medium,840000
Data Engineer,Mid-level,Full-time,Remote,2022,Greece,70000, EUR ,Greece,Medium,Medium,840000
Deep Learning Engineer,Mid-level,Full-time,Remote,2022,United Kingdom,70000, GBP ,United Kingdom,Medium,Medium,840000
Data Engineer,Mid-level,Full-time,Remote,2022,United Kingdom,70000, GBP ,United Kingdom,Medium,Medium,840000
Data Analyst,Senior-level,Full-time,On-site,2022,United Kingdom,70000, GBP ,United Kingdom,Medium,Medium,840000
Data Scientist,Mid-level,Full-time,On-site,2022,United Kingdom,70000, GBP ,United Kingdom,Medium,Medium,840000
Machine Learning Engineer,Senior-level,Full-time,Remote,2022,France,70000, EUR ,France,Medium,Medium,840000
Data Engineer,Senior-level,Full-time,On-site,2022,Spain,70000, EUR ,Spain,Medium,Medium,840000
Data Engineer,Mid-level,Full-time,Remote,2022,Spain,70000, EUR ,Spain,Medium,Medium,840000
Data Scientist,Mid-level,Full-time,Remote,2022,Germany,70000, EUR ,Germany,Medium,Medium,840000
Computer Vision Software Engineer,Entry-level,Full-time,Remote,2021,United States,70000, USD ,United States,Medium,Medium,840000
Data Engineer,Senior-level,Full-time,Hybrid,2021,United Kingdom,70000, GBP ,United Kingdom,Large,Medium,840000
Machine Learning Engineer,Senior-level,Full-time,Hybrid,2021,Belgium,70000, EUR ,Belgium,Medium,Medium,840000
Big Data Engineer,Entry-level,Full-time,Remote,2020,United States,70000, USD ,United States,Large,Medium,840000
Data Engineer,Executive-level,Full-time,Hybrid,2020,Spain,70000, EUR ,Spain,Large,Medium,840000
Data Scientist,Mid-level,Full-time,On-site,2020,Germany,70000, EUR ,Germany,Large,Medium,840000
Research Engineer,Mid-level,Full-time,On-site,2024,Australia,70230, USD ,Australia,Medium,Medium,842760
Data Analyst,Senior-level,Full-time,On-site,2023,United States,70374, USD ,United States,Medium,Medium,844488
Data Strategist,Senior-level,Full-time,Remote,2023,United States,70374, USD ,United States,Medium,Medium,844488
Data Engineer,Senior-level,Full-time,On-site,2022,United States,70500, USD ,United States,Medium,Medium,846000
Data Analyst,Mid-level,Full-time,On-site,2023,United States,70600, USD ,United States,Medium,Medium,847200
Business Intelligence Developer,Mid-level,Full-time,On-site,2024,United States,70650, USD ,United States,Medium,Medium,847800
Data Specialist,Mid-level,Full-time,On-site,2023,United States,70800, USD ,United States,Medium,Medium,849600
Data Scientist,Entry-level,Full-time,On-site,2023,United States,70800, USD ,United States,Medium,Medium,849600
Machine Learning Engineer,Entry-level,Full-time,On-site,2023,United States,70800, USD ,United States,Medium,Medium,849600
Data Scientist,Mid-level,Full-time,On-site,2023,United States,70800, USD ,United States,Medium,Medium,849600
Data Analyst,Mid-level,Full-time,On-site,2023,United States,70900, USD ,United States,Medium,Medium,850800
Research Analyst,Senior-level,Full-time,On-site,2023,United States,70960, USD ,United States,Medium,Medium,851520
Data Analyst,Entry-level,Full-time,On-site,2024,United States,71000, USD ,United States,Medium,Medium,852000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,71000, USD ,United States,Medium,Medium,852000
Research Analyst,Mid-level,Full-time,Remote,2023,United States,71000, USD ,United States,Medium,Medium,852000
Data Science,Senior-level,Full-time,On-site,2023,United States,71200, USD ,United States,Medium,Medium,854400
Data Scientist,Senior-level,Full-time,On-site,2024,United States,71250, USD ,United States,Medium,Medium,855000
Data Scientist,Senior-level,Full-time,On-site,2023,United States,71400, USD ,United States,Medium,Medium,856800
Data Specialist,Senior-level,Full-time,On-site,2023,United States,71500, USD ,United States,Medium,Medium,858000
Data Analyst,Entry-level,Full-time,On-site,2023,United States,71615, USD ,United States,Medium,Medium,859380
Data Scientist,Entry-level,Full-time,Remote,2023,United States,71907, USD ,United States,Medium,Medium,862884
Data Engineer,Executive-level,Full-time,Remote,2023,United States,71908, USD ,United States,Medium,Medium,862896
Data Engineer,Entry-level,Full-time,Remote,2023,United States,71908, USD ,United States,Medium,Medium,862896
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,Vietnam,72000, USD ,Vietnam,Medium,Medium,864000
Data Engineer,Mid-level,Full-time,On-site,2023,United States,72000, USD ,United States,Medium,Medium,864000
Research Analyst,Entry-level,Full-time,Remote,2023,United States,72000, USD ,United States,Medium,Medium,864000
Data Specialist,Senior-level,Full-time,On-site,2023,United States,72000, USD ,United States,Medium,Medium,864000
Data Engineer,Senior-level,Full-time,Remote,2023,United States,72000, USD ,United States,Medium,Medium,864000
Data Analyst,Senior-level,Full-time,Remote,2023,United States,72000, USD ,United States,Medium,Medium,864000
Data Analyst,Mid-level,Full-time,On-site,2023,United States,72000, USD ,United States,Medium,Medium,864000
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,72000, USD ,United States,Large,Medium,864000
Data Manager,Executive-level,Full-time,Remote,2023,Mexico,72000, USD ,Mexico,Small,Medium,864000
Data Engineer,Mid-level,Full-time,Remote,2023,Mexico,72000, USD ,Mexico,Medium,Medium,864000
Data Scientist,Senior-level,Full-time,On-site,2023,Latvia,72000, EUR ,Latvia,Medium,Medium,864000
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,Latvia,72000, EUR ,Latvia,Medium,Medium,864000
Data Engineer,Senior-level,Full-time,Remote,2023,Spain,72000, EUR ,Spain,Medium,Medium,864000
Data Engineer,Senior-level,Full-time,Hybrid,2023,Germany,72000, EUR ,Germany,Large,Medium,864000
Data Engineer,Mid-level,Full-time,Remote,2023,Colombia,72000, USD ,Colombia,Medium,Medium,864000
Data Engineer,Senior-level,Full-time,Remote,2023,Colombia,72000, USD ,Colombia,Medium,Medium,864000
Data Strategist,Senior-level,Full-time,On-site,2023,Canada,72000, USD ,Canada,Medium,Medium,864000
Data Engineer,Senior-level,Full-time,Remote,2023,Brazil,72000, USD ,Brazil,Medium,Medium,864000
Data Engineer,Senior-level,Full-time,Remote,2023,Argentina,72000, USD ,Argentina,Medium,Medium,864000
Data Scientist,Mid-level,Full-time,Remote,2022,Germany,72000, EUR ,Germany,Small,Medium,864000
Data Analyst,Entry-level,Full-time,Remote,2020,United States,72000, USD ,United States,Large,Medium,864000
Data Quality Analyst,Senior-level,Full-time,On-site,2023,United States,72200, USD ,United States,Medium,Medium,866400
Analytics Engineer,Mid-level,Full-time,On-site,2024,United States,72240, USD ,United States,Medium,Medium,866880
Data Analyst,Senior-level,Full-time,Remote,2023,United States,72250, USD ,United States,Medium,Medium,867000
Data Scientist,Mid-level,Full-time,On-site,2023,Latvia,72360, EUR ,Latvia,Medium,Medium,868320
Data Analyst,Mid-level,Full-time,On-site,2023,United Kingdom,72400, USD ,United Kingdom,Medium,Medium,868800
Data Developer,Mid-level,Full-time,Remote,2023,United States,72409, USD ,United States,Medium,Medium,868908
Data Scientist,Mid-level,Full-time,On-site,2023,United States,72409, USD ,United States,Medium,Medium,868908
Data Analyst,Entry-level,Full-time,On-site,2023,United States,72500, USD ,United States,Medium,Medium,870000
Data Engineer,Entry-level,Full-time,Remote,2021,United States,72500, USD ,United States,Large,Medium,870000
Business Intelligence Analyst,Senior-level,Full-time,On-site,2024,United States,72600, USD ,United States,Medium,Medium,871200
Data Scientist,Mid-level,Full-time,On-site,2023,United States,72700, USD ,United States,Medium,Medium,872400
Data Scientist,Mid-level,Full-time,Remote,2024,United States,72870, USD ,United States,Medium,Medium,874440
Data Specialist,Mid-level,Full-time,On-site,2024,United States,73000, USD ,United States,Medium,Medium,876000
